,entryOwnerText_l
2653,"[('zen', 100), ('caliari fantinelli', 62), ('battistelli', 51)]"
2654,"[('nani', 86), ('nn', 80), ('nanti', 75)]"
2655,"[('zuliani', 100), ('zuanne', 100), ('zannini', 67)]"
2656,"[('zuliani', 100), ('zuanne', 100), ('zannini', 67)]"
2657,"[('zulian', 100), ('zuanne', 100), ('zuanelli', 67)]"
2658,"[('moro', 100), ('girolamo', 100), ('sagrammora', 61)]"
2659,"[('zulian', 100), ('zuanne', 100), ('zuanelli', 67)]"
2660,"[('zulian', 100), ('zuanne', 100), ('zuanelli', 67)]"
2661,"[('zulian', 100), ('zuanne', 100), ('zuanelli', 67)]"
2662,"[('zulian', 100), ('zuanne', 100), ('zuanelli', 67)]"
2663,"[('zulian', 100), ('zuanne', 100), ('zuanelli', 67)]"
2664,"[('zulian', 100), ('zuanne', 100), ('zuanelli', 67)]"
2665,"[('zulian', 100), ('zuanne', 100), ('zuanelli', 67)]"
2666,"[('zulian', 100), ('zuanne', 100), ('zuanelli', 67)]"
2667,"[('zulian', 100), ('zuanne', 100), ('zuanelli', 67)]"
2668,"[('zulian', 100), ('zuanne', 100), ('zuanelli', 67)]"
2669,"[('zulian', 100), ('zuanne', 100), ('zuanelli', 67)]"
2670,"[('zulian', 100), ('zuanne', 100), ('zuanelli', 67)]"
2671,"[('zulian', 100), ('zuanne', 100), ('zuanelli', 67)]"
2672,"[('zulian', 100), ('zuanne', 100), ('zuanelli', 67)]"
2673,"[('zulian', 100), ('zuanne', 100), ('zuanelli', 67)]"
2674,"[('priuli', 100), ('giovannelli', 53), ('antonini', 52)]"
2675,"[('scola', 100), ('della', 100), ('della costa', 62)]"
2676,"[('balbi', 100), ('balestrieri', 61), ('barbieri', 60)]"
2677,"[('priuli', 100), ('domenici', 70), ('domenichini', 69)]"
2678,"[('carminati', 100), ('fratello', 100), ('francesconi', 44)]"
2679,"[('antonini', 73), ('santonini', 70), ('antoniassi', 67)]"
2680,"[('lombardo', 100), ('lambardo', 61), ('lombardi', 61)]"
2681,"[('pasini', 100), ('zuanne', 100), ('fradellini', 53)]"
2682,"[('pasini', 100), ('zuanne', 100), ('fradellini', 53)]"
2683,"[('carosi-cattarini', 65), ('dalla frascada', 53), ('palestrina', 53)]"
2684,"[('pasini', 100), ('zuanne', 100), ('fradellini', 53)]"
2685,"[('lippomano', 100), ('lipomano', 70), ('mandonio', 61)]"
2686,"[('tomasini', 100), ('tommasini-degna', 53), ('carosi-cattarini', 52)]"
2687,"[('foscarini', 100), ('foscarino', 72), ('foscarin', 67)]"
2688,"[('carosi-cattarini', 69), ('catterina', 64), ('cattari', 61)]"
2689,"[('molin', 100), ('bastian', 100), ('sebastiani', 70)]"
2690,"[('querini', 100), ('guerino', 57), ('guerini', 57)]"
2691,"[('querini', 100), ('guerino', 57), ('guerini', 57)]"
2692,"[('albertini', 100), ('bertaldo', 67), ('colbertaldo', 67)]"
2693,"[('nani', 86), ('nn', 80), ('nanti', 75)]"
2694,"[('querini', 100), ('guerino', 57), ('guerini', 57)]"
2695,"[('gradenigo', 100), ('orologio', 64), ('tolonigo', 64)]"
2696,"[('canal', 100), ('canale', 63), ('vicenzi', 60)]"
2697,"[('emo', 100), ('francesconi', 75), ('franceschi', 70)]"
2698,"[('giovannino', 69), ('giovannelli', 59), ('giovanelli', 54)]"
2699,"[('marcello', 100), ('piero', 100), ('malipiero', 70)]"
2700,"[('marcello', 100), ('piero', 100), ('malipiero', 70)]"
2701,"[('marcello', 100), ('piero', 100), ('malipiero', 70)]"
2702,"[('cornaro', 100), ('caliari fantinelli', 53), ('grattarol dalle navi', 47)]"
2703,"[('cornaro', 100), ('caliari fantinelli', 53), ('grattarol dalle navi', 47)]"
2704,"[('cornaro', 100), ('caliari fantinelli', 53), ('grattarol dalle navi', 47)]"
2705,"[('cornaro', 100), ('caliari fantinelli', 53), ('grattarol dalle navi', 47)]"
2706,"[('cornaro', 100), ('corniani', 67), ('cornioli', 67)]"
2707,"[('cornaro', 100), ('monticana', 56), ('centenario', 54)]"
2708,"[('cornaro', 100), ('monticana', 56), ('centenario', 54)]"
2709,"[('cornaro', 100), ('monticana', 56), ('centenario', 54)]"
2710,"[('corner', 100), ('corneri', 70), ('cornelio', 67)]"
2711,"[('corner', 100), ('andreato', 67), ('andreoleti', 61)]"
2712,"[('da mula', 100), ('da', 100), ('mula', 100)]"
2713,"[('da mula', 100), ('da', 100), ('mula', 100)]"
2714,"[('zaccaria', 100), ('valier', 100), ('cavalieri', 58)]"
2715,"[('zaccaria', 100), ('valier', 100), ('cavalieri', 58)]"
2716,"[('mula', 100), ('dalla', 100), ('cristina', 100)]"
2717,"[('da mula', 100), ('da', 100), ('mula', 100)]"
2718,"[('da mula', 100), ('da', 100), ('mula', 100)]"
2719,"[('cornaro', 100), ('andreato', 64), ('badoaro', 57)]"
2720,"[('cornaro', 100), ('andreato', 64), ('badoaro', 57)]"
2721,"[('piero', 100), ('sanudo', 100), ('sanudo (candiano)', 67)]"
2722,"[('piero', 100), ('sanudo', 100), ('sanudo (candiano)', 67)]"
2723,"[('cornaro', 100), ('contrari', 55), ('contarin', 55)]"
2724,"[('cornaro', 100), ('contrari', 55), ('contarin', 55)]"
2725,"[('cornaro', 100), ('contrari', 55), ('contarin', 55)]"
2726,"[('cornaro', 100), ('contrari', 55), ('contarin', 55)]"
2727,"[('corner', 100), ('contrari', 57), ('contarin', 57)]"
2728,"[('cornaro', 100), ('contrari', 55), ('contarin', 55)]"
2729,"[('cornaro', 100), ('contrari', 55), ('contarin', 55)]"
2730,"[('corner', 100), ('contrari', 57), ('contarin', 57)]"
2731,"[('corner', 100), ('contrari', 57), ('contarin', 57)]"
2732,"[('corner', 100), ('contrari', 57), ('contarin', 57)]"
2733,"[('garzoni', 100), ('malipiero', 61), ('garoni', 60)]"
2734,"[('garzoni', 100), ('malipiero', 61), ('garoni', 60)]"
2735,"[('trevisani', 100), ('trevisan', 52), ('trevisana', 50)]"
2736,"[('polo', 100), ('trevisan', 100), ('trevisani', 73)]"
2737,"[('querini', 100), ('guerini', 67), ('megliorini', 67)]"
2738,"[('pezzana', 100), ('de lorenzo', 82), ('lorenzon', 70)]"
2739,"[('querini', 100), ('guerini', 67), ('megliorini', 67)]"
2740,"[('magno', 100), ('mandonio', 74), ('manoni', 71)]"
2741,"[('magno', 100), ('mandonio', 74), ('manoni', 71)]"
2742,"[('commissaria', 64), ('tommasini', 62), ('tommasini-degna', 62)]"
2743,"[('carlo', 100), ('antoniassi', 57), ('carosi-cattarini', 54)]"
2744,"[('nani', 100), ('zuanne', 100), ('donzuane', 63)]"
2745,"[('salamon', 100), ('marcoleoni', 70), ('marcolin', 67)]"
2746,"[('contarini', 100), ('carosi-cattarini', 67), ('contarin', 64)]"
2747,"[('donÃ\xa0', 100), ('don', 100), ('dominico', 71)]"
2748,"[('donÃ\xa0', 100), ('don', 100), ('zuanne', 100)]"
2749,"[('mocenigo', 100), ('soranzo', 100), ('mensurato', 55)]"
2750,"[('sagredo', 100), ('zuanne', 100), ('donzuane', 64)]"
2751,"[('sagredo', 100), ('giovannino', 51), ('tagliapietra', 49)]"
2752,"[('maffetti', 100), ('ginatoffetti', 69), ('agostini', 64)]"
2753,"[('bernardo', 100), ('marin', 100), ('bernardini', 75)]"
2754,"[('bernardo', 100), ('bernardini', 67), ('bernardi', 64)]"
2755,"[('bernardo', 100), ('marin', 100), ('bernardini', 75)]"
2756,"[('bernardo', 100), ('marin', 100), ('bernardini', 75)]"
2757,"[('basilio', 100), ('pellegrini', 100), ('pelegrini', 67)]"
2758,"[('bernardo', 100), ('marin', 100), ('bernardini', 75)]"
2759,"[('bernardo', 100), ('marin', 100), ('bernardini', 75)]"
2760,"[('mocenigo', 100), ('soranzo', 100), ('mensurato', 55)]"
2761,"[('vianoli', 63), ('viannol', 63), (""d'aviano"", 60)]"
2762,"[('vianoli', 100), ('aviani', 63), ('saviani', 60)]"
2763,"[('vianoli', 100), ('aviani', 63), ('saviani', 60)]"
2764,"[('bernardo', 100), ('marin', 100), ('bernardini', 75)]"
2765,"[('contarini', 100), ('contarin', 70), ('contini', 64)]"
2766,"[('contarini', 100), ('contarin', 70), ('contini', 64)]"
2767,"[('contarini', 100), ('contarin', 70), ('contini', 64)]"
2768,"[('contarini', 100), ('contarin', 70), ('contini', 64)]"
2769,"[('contarini', 100), ('contarin', 70), ('contini', 64)]"
2770,"[('contarini', 100), ('contarin', 70), ('contini', 64)]"
2771,"[('contarini', 100), ('contarin', 70), ('contini', 64)]"
2772,"[('mocenigo', 100), ('antonini', 67), ('santonini', 64)]"
2773,"[('contarini', 100), ('carosi-cattarini', 67), ('antonini', 64)]"
2774,"[('giustiniani', 100), ('giustriniani', 71), ('giustinian', 69)]"
2775,"[('pisenti', 100), ('piasenti', 64), ('pesenti', 57)]"
2776,"[('giustinian', 100), ('giustiniani', 71), ('giustiniano', 71)]"
2777,"[('antoniassi', 74), ('antonini', 64), ('tomasini', 64)]"
2778,"[('contarini', 100), ('contarin', 70), ('contini', 64)]"
2779,"[('contarini', 100), ('contarin', 70), ('contini', 64)]"
2780,"[('contarini', 100), ('contarin', 70), ('contini', 64)]"
2781,"[('contarini', 100), ('contarin', 70), ('contini', 64)]"
2782,"[('contarini', 100), ('contarin', 70), ('contini', 64)]"
2783,"[('giustinian', 100), ('giustiniani', 59), ('giustiniano', 59)]"
2784,"[('bernardi', 100), ('marin', 100), ('bernardini', 75)]"
2785,"[('bernardo', 100), ('bernardini', 48), ('battistiol', 48)]"
2786,"[('bernardo', 100), ('michiel', 100), ('bernardini', 56)]"
2787,"[('bernardo', 100), ('michiel', 100), ('bernardini', 50)]"
2788,"[('bernardo', 100), ('marin', 100), ('bernardini', 75)]"
2789,"[('bernardo', 100), ('francesconi', 62), ('bernardini', 57)]"
2790,"[('bernardo', 100), ('francesconi', 62), ('bernardini', 57)]"
2791,"[('bernardo', 100), ('francesconi', 62), ('bernardini', 57)]"
2792,"[('bernardo', 100), ('marin', 100), ('bernardini', 56)]"
2793,"[('bernardo', 100), ('marin', 100), ('bernardini', 56)]"
2794,"[('bernardo', 100), ('marin', 100), ('bernardini', 75)]"
2795,"[('bernardo', 100), ('marin', 100), ('bernardini', 75)]"
2796,"[('bernardo', 100), ('michiel', 100), ('bernardini', 54)]"
2797,"[('piero', 100), ('memo', 100), ('de lorenzo', 82)]"
2798,"[('grassi', 100), ('fagherassi', 61), ('antoniassi', 61)]"
2799,"[('savelli', 100), ('novelli', 67), ('angeloni', 64)]"
2800,"[('arrigoni', 100), ('girolamo', 100), ('arigonil', 64)]"
2801,"[('bernardo', 100), ('marin', 100), ('bernardini', 75)]"
2802,"[('bernardo', 100), ('marin', 100), ('bernardini', 75)]"
2803,"[('bernardo', 100), ('marin', 100), ('bernardini', 75)]"
2804,"[('bernardo', 100), ('marin', 100), ('bernardini', 75)]"
2805,"[('bernardo', 100), ('marin', 100), ('bernardini', 75)]"
2806,"[('bernardo', 100), ('marin', 100), ('bernardini', 75)]"
2807,"[('tiepolo', 100), ('de lorenzo', 82), ('lorenzoni', 48)]"
2808,"[('tiepolo', 100), ('de lorenzo', 82), ('lorenzoni', 48)]"
2809,"[('tiepolo', 100), ('de lorenzo', 82), ('lorenzoni', 48)]"
2810,"[('tiepolo', 100), ('domenici', 67), ('ambelicopolo', 64)]"
2811,"[('giustinian', 100), ('girolamo', 100), ('giustiniani', 67)]"
2812,"[('giustinian', 100), ('girolamo', 100), ('giustiniani', 67)]"
2813,"[('giustinian', 100), ('girolamo', 100), ('giustiniani', 67)]"
2814,"[('giustinian', 100), ('girolamo', 100), ('giustiniani', 67)]"
2815,"[('molinari', 100), ('franceschini', 73), ('francesconi', 69)]"
2816,"[('molin', 100), ('marcolin', 62), ('antoniassi', 57)]"
2817,"[('molin', 100), ('marcolin', 62), ('antoniassi', 57)]"
2818,"[('molin', 100), ('marcolin', 62), ('antoniassi', 57)]"
2819,"[('congregazion', 56), ('congregazione', 54), ('corregio', 50)]"
2820,"[('molinari', 100), ('franceschini', 73), ('francesconi', 69)]"
2821,"[('mazzoni', 100), ('antonelli', 51), ('fradellini', 50)]"
2822,"[('orsini', 100), ('zuanne', 100), ('donzuane', 67)]"
2823,"[('marcello', 100), ('piero', 100), ('malipiero', 70)]"
2824,"[('marcello', 100), ('piero', 100), ('malipiero', 70)]"
2825,"[('canal', 100), ('da', 100), ('da camin', 56)]"
2826,"[('canal', 100), ('da', 100), ('da camin', 56)]"
2827,"[('canal', 100), ('da', 100), ('da camin', 56)]"
2828,"[('canal', 100), ('panagiotto', 61), ('giacomi', 60)]"
2829,"[('zochi', 100), ('andreato', 70), ('lanfranchi', 64)]"
2830,"[('zochi', 100), ('andreato', 70), ('lanfranchi', 64)]"
2831,"[('loredan', 100), ('di', 100), ('di zrin', 44)]"
2832,"[('salvador', 100), ('muttoni', 100), ('domenichini', 47)]"
2833,"[('pellizzari', 100), ('ruzzini', 100), ('conto', 100)]"
2834,"[('zenobio', 86), ('zenobrio', 80), ('zolio', 67)]"
2835,"[('calbo', 100), ('alberigo', 80), ('alberegno', 67)]"
2836,"[('michiel', 100), ('morosini', 100), ('michieli', 67)]"
2837,"[('michiel', 100), ('morosini', 100), ('michieli', 67)]"
2838,"[('calbo', 100), ('alberigo', 80), ('alberegno', 67)]"
2839,"[('michiel', 100), ('morosini', 100), ('michieli', 67)]"
2840,"[('di', 100), ('venezia', 100), ('iarca degli uberti', 58)]"
2841,"[('di', 100), ('venezia', 100), ('iarca degli uberti', 58)]"
2842,"[('di', 100), ('venezia', 100), ('iarca degli uberti', 58)]"
2843,"[('giovanelli', 100), ('benedetti', 47), ('de zanelli', 46)]"
2844,"[('fratello', 100), ('giovanelli', 100), ('giovannelli', 50)]"
2845,"[('canal', 100), ('girolamo', 100), ('caracciolo', 47)]"
2846,"[('di', 100), ('fraterna', 100), ('correggio', 100)]"
2847,"[('morosini', 100), ('girolamo', 100), ('morosinii', 62)]"
2848,"[('gallizzi', 100), ('gallizioli', 55), ('pellizzioli', 53)]"
2849,"[('rossi', 100), ('giupponi', 64), ('giusberti', 61)]"
2850,"[('rossi', 100), ('giupponi', 64), ('giusberti', 61)]"
2851,"[('rossi', 100), ('giupponi', 64), ('giusberti', 61)]"
2852,"[('rossi', 100), ('giupponi', 64), ('giusberti', 61)]"
2853,"[('rossi', 100), ('giupponi', 64), ('giusberti', 61)]"
2854,"[('pellizzari', 100), ('della', 100), ('della costa', 62)]"
2855,"[('pellizzari', 100), ('della', 100), ('della costa', 62)]"
2856,"[('pellizzari', 100), ('di', 100), ('di zrin', 44)]"
2857,"[('pellizzari', 100), ('di', 100), ('di zrin', 44)]"
2858,"[('pellizzari', 100), ('di', 100), ('di zrin', 44)]"
2859,"[('bembo', 100), ('vidali', 100), ('del', 100)]"
2860,"[('federico', 100), ('federici', 67), ('de richelieu', 57)]"
2861,"[('piero', 100), ('belegno', 67), ('pellegrini', 58)]"
2862,"[('rossi', 100), ('giupponi', 64), ('giusberti', 61)]"
2863,"[('florio', 100), ('molinetti', 64), ('falconetto', 62)]"
2864,"[('provini', 100), ('ciciliani', 60), ('giuliani', 55)]"
2865,"[('luiselli', 61), ('luisello', 61), ('taruzzelli', 56)]"
2866,"[('gradenigo', 100), ('piero', 100), ('girolamo', 100)]"
2867,"[('gradenigo', 100), ('piero', 100), ('girolamo', 100)]"
2868,"[('giovannino', 50), ('giovannelli', 48), ('gianosovich', 48)]"
2869,"[('giovannino', 50), ('giovannelli', 48), ('gianosovich', 48)]"
2870,"[('giovannino', 50), ('giovannelli', 48), ('gianosovich', 48)]"
2871,"[('giovannino', 50), ('giovannelli', 48), ('gianosovich', 48)]"
2872,"[('giovannino', 50), ('giovannelli', 48), ('gianosovich', 48)]"
2873,"[('giovannino', 50), ('giovannelli', 48), ('gianosovich', 48)]"
2874,"[('giovannino', 50), ('giovannelli', 48), ('gianosovich', 48)]"
2875,"[('giovannino', 50), ('giovannelli', 48), ('gianosovich', 48)]"
2876,"[('giovannino', 50), ('giovannelli', 48), ('gianosovich', 48)]"
2877,"[('giovannino', 50), ('giovannelli', 48), ('gianosovich', 48)]"
2878,"[('giovannino', 50), ('giovannelli', 48), ('gianosovich', 48)]"
2879,"[('giovannino', 50), ('giovannelli', 48), ('gianosovich', 48)]"
2880,"[('giovannino', 50), ('giovannelli', 48), ('gianosovich', 48)]"
2881,"[('giovannino', 50), ('giovannelli', 48), ('gianosovich', 48)]"
2882,"[('giovannino', 50), ('giovannelli', 48), ('gianosovich', 48)]"
2883,"[('giovannino', 50), ('giovannelli', 48), ('gianosovich', 48)]"
2884,"[('zochi', 100), ('battistini', 61), ('giovannino', 55)]"
2885,"[('licini', 100), ('pasqualin', 100), ('pasqualini', 69)]"
2886,"[('gradenigo', 100), ('gradeniga', 75), ('gradengo', 70)]"
2887,"[('marcello', 100), ('romanello', 67), ('marcelo', 64)]"
2888,"[('martinengo', 100), ('giovannino', 69), ('martino', 54)]"
2889,"[('andreoleti', 50), ('andrighetti', 49), ('andreghetti', 49)]"
2890,"[('corner', 100), ('carosi-cattarini', 60), ('cavartino', 48)]"
2891,"[('di', 100), ('scola', 100), ('san', 100)]"
2892,"[('buffetti', 100), ('alessandri', 69), ('alessandrini', 65)]"
2893,"[('dardini', 100), ('zio', 100), ('di', 100)]"
2894,"[('del', 100), ('del torso', 50), ('bonfandini gritti', 33)]"
2895,"[('darduin', 100), ('darduino', 64), ('viscardi', 64)]"
2896,"[('morosini', 100), ('girolamo', 100), ('morosinii', 62)]"
2897,"[('morosini', 100), ('girolamo', 100), ('morosinii', 62)]"
2898,"[('morosini', 100), ('girolamo', 100), ('morosinii', 62)]"
2899,"[('morosini', 100), ('girolamo', 100), ('morosinii', 62)]"
2900,"[('terzo', 100), ('san', 100), ('bartolomei', 51)]"
2901,"[('loredan', 100), ('battistiol', 57), ('battistini', 57)]"
2902,"[('loredan', 100), ('battistiol', 57), ('battistini', 57)]"
2903,"[('loredan', 100), ('battistiol', 57), ('battistini', 57)]"
2904,"[('capitolo', 100), ('di', 100), ('san', 100)]"
2905,"[('capitolo', 100), ('di', 100), ('san', 100)]"
2906,"[('capitolo', 100), ('di', 100), ('san', 100)]"
2907,"[('tasca', 100), ('fratello', 53), ('feramosca', 52)]"
2908,"[('tasca', 100), ('fratello', 53), ('feramosca', 52)]"
2909,"[('tasca', 100), ('santibusca', 58), ('cabaluta', 55)]"
2910,"[('muschietti', 56), ('coletti', 55), ('riviera', 55)]"
2911,"[('manin', 100), ('lodovici', 73), ('lodovichi', 70)]"
2912,"[('tasca', 100), ('fratello', 53), ('feramosca', 52)]"
2913,"[('zuanelli', 100), ('petrogalli', 72), ('de zanelli', 72)]"
2914,"[('emo', 100), ('di', 100), ('zuanne', 100)]"
2915,"[('fini', 100), ('girolamo', 100), ('figolino', 48)]"
2916,"[('fini', 100), ('girolamo', 100), ('figolino', 48)]"
2917,"[('tasca', 100), ('santibusca', 58), ('cabaluta', 55)]"
2918,"[('tasca', 100), ('giuliani', 60), ('giuliano', 60)]"
2919,"[('amadio', 100), ('lisiado', 60), ('alemani', 60)]"
2920,"[('amadio', 100), ('maldotto', 64), ('panagiotto', 58)]"
2921,"[('amadio', 100), ('francesconi', 61), ('franceschini', 59)]"
2922,"[('fratello', 100), ('vendramin', 100), ('zaccaria', 100)]"
2923,"[('zaccaria', 100), ('bolini', 100), ('bonicardi', 67)]"
2924,"[('zaccaria', 100), ('bolini', 100), ('bonicardi', 67)]"
2925,"[('francesconi', 74), ('franceschi', 69), ('francagno', 64)]"
2926,"[('francesconi', 74), ('franceschi', 69), ('francagno', 64)]"
2927,"[('francesconi', 74), ('franceschi', 69), ('francagno', 64)]"
2928,"[('francesconi', 74), ('franceschi', 69), ('francagno', 64)]"
2929,"[('marchesani', 64), ('marchesati', 64), ('marchesi', 61)]"
2930,"[('spada', 100), ('bastian', 100), ('basida', 63)]"
2931,"[('pietra', 80), ('pileoti', 73), ('picerti', 73)]"
2932,"[('colombo', 100), ('colombini', 64), ('domenici', 58)]"
2933,"[('colombo', 100), ('colombini', 64), ('domenici', 58)]"
2934,"[('colombo', 100), ('colombini', 64), ('domenici', 58)]"
2935,"[('colombo', 100), ('colombini', 64), ('domenici', 58)]"
2936,"[('colombo', 100), ('colombini', 64), ('domenici', 58)]"
2937,"[('colombo', 100), ('colombini', 64), ('domenici', 58)]"
2938,"[('colombo', 100), ('colombini', 64), ('domenici', 58)]"
2939,"[('colombo', 100), ('colombini', 64), ('domenici', 58)]"
2940,"[('colombo', 100), ('colombini', 64), ('domenici', 58)]"
2941,"[('anna', 100), ('baldo', 100), ('badoari', 61)]"
2942,"[('querini', 100), ('barberini', 64), ('mauruzini', 64)]"
2943,"[('contarini', 100), ('alessandrini', 75), ('alessandri', 67)]"
2944,"[('condulmer', 100), ('piero', 100), ('condulmeri', 80)]"
2945,"[('bernardo', 100), ('bonini', 100), ('bernardini', 80)]"
2946,"[('celsi', 100), ('coratelli', 70), ('caliari fantinelli', 69)]"
2947,"[('zambelli', 100), ('francesconi', 54), ('francescheti', 53)]"
2948,"[('giustinian', 100), ('di', 100), ('san', 100)]"
2949,"[('riva', 100), ('da riva', 73), ('antonini', 70)]"
2950,"[('guerini', 100), ('guerino', 70), ('genaro', 63)]"
2951,"[('giustinian', 100), ('orsato', 100), ('giustiniano', 63)]"
2952,"[('zambelli', 100), ('francesconi', 54), ('francescheti', 53)]"
2953,"[('celsi', 100), ('locatelli', 56), ('loccatelli', 55)]"
2954,"[('piero', 100), ('sagredo', 100), ('perosa', 63)]"
2955,"[('domenici', 62), ('domenichini', 62), ('mengano', 56)]"
2956,"[('bartoli', 100), ('bonaventura', 100), ('bartolini', 57)]"
2957,"[('balbi', 100), ('anna', 100), ('venturini', 100)]"
2958,"[('foscarini', 100), ('piero', 100), ('foscarino', 75)]"
2959,"[('bollis', 100), ('bollini', 60), ('de belli', 57)]"
2960,"[('michiel', 100), ('acquisti', 47), ('michieli', 47)]"
2961,"[('baglioni', 100), ('caliari fantinelli', 56), ('fratello', 48)]"
2962,"[('contarini', 100), ('alessandrini', 75), ('alessandri', 67)]"
2963,"[('manin', 100), ('lodovici', 73), ('lodovichi', 70)]"
